ID_ATIV_ECON_ESTABELECIMENTO,CNAE_PRINCIPAL,DATA_INICIO_ATIVIDADE,IND_POSSUI_ALVARA,ENDERECO_COMPLETO,NOME,NOME_FANTASIA
105931,5611201.0,25-11-2016,SIM,"Avenida CORONEL JOSE DIAS BICALHO, 237, SAO JOSE, Belo Horizonte, MG, Brasil",MARIANA SIQUEIRA BENJAMIM 14135727662,MARI LANCHES
106365,5611201.0,05-12-2016,SIM,"Rua IZABEL BUENO, 1100, SANTA ROSA, Belo Horizonte, MG, Brasil",RECANTO DO CHURRASCO LTDA,Estabelecimento sem nome
105713,5611201.0,22-11-2016,NÃO,"Rua ANTONIO VERGARA, 33, PAQUETA, Belo Horizonte, MG, Brasil",LUIGI FERNANDES MACIEL 09656931637,LF MARMITARIA
106397,5611201.0,05-12-2016,NÃO,"Rua ANGELINA DE MATTOS SILVEIRA, 1377, NAZARE, Belo Horizonte, MG, Brasil",LEANDRO PIRES RABELO RODRIGUES 07961245669,GORDIN'S BURGER
105421,5611201.0,16-11-2016,SIM,"Rua SOARES NOGUEIRA, 290, CAMARGOS, Belo Horizonte, MG, Brasil",26.546.834 JOANA PEREIRA SANTOS FARNESE,J & R BAR
228633,5611201.0,21-08-2019,SIM,"Rua LONDRES, 103, COPACABANA, Belo Horizonte, MG, Brasil",SUZANA NATALICIA REZENDE RAMOS 00013686640,T'picos Bar e Restaurante Ltda.
224766,5611201.0,18-07-2019,NÃO,"Rua BONINAS, 845, ESPLANADA, Belo Horizonte, MG, Brasil",DIEGO DOS SANTOS GONCALVES 06570154664,Pizzaria e Espetaria da Arena
225738,5611201.0,28-07-2019,NÃO,"Rua JOSE GOMES DOMINGUES, 487, JAQUELINE, Belo Horizonte, MG, Brasil",34.343.817 MARCOS VINICIUS DE MORAIS,PIZZA.COM BH
227024,5611201.0,07-08-2019,SIM,"Rua SERGIPE, 1370, SAVASSI, Belo Horizonte, MG, Brasil",CRISTO RESTAURANTE LTDA,MOEMA
227028,5611201.0,07-08-2019,NÃO,"Rua NIQUELINA, 20, SANTA EFIGENIA, Belo Horizonte, MG, Brasil",JACI PAIM DA CAMARA 02918127833,D'AUGUSTAR RESTAURANTE E HOSPEDAGEM
228306,5611201.0,20-08-2019,NÃO,"Avenida TERESA CRISTINA, 6568, BETANIA, Belo Horizonte, MG, Brasil",34.587.479 GERSON RICHARD MACIEL FONSECA,PIZZARIA PAI E FILHO
228308,5611201.0,20-08-2019,NÃO,"Rua MARIA CANDIDA, 155, SAO TOMAZ, Belo Horizonte, MG, Brasil",WARLYSSON LUCIO MOREIRA 01369842660,LIKE HAMBURGUERIA
228938,5611201.0,23-08-2019,NÃO,"Rua DESEMBARGADOR VELOSO, 298, PARAISO, Belo Horizonte, MG, Brasil",NIVEA FERREIRA DE OLIVEIRA 08763905647,Hot Dogao
224803,5611201.0,18-07-2019,SIM,"Rua AQUILES LOBO, 12, FLORESTA, Belo Horizonte, MG, Brasil",SAMUEL SERAFIM,JEITO MINEIRO
225115,5611201.0,22-07-2019,NÃO,"Rua JANAINA, 37, SAO GABRIEL, Belo Horizonte, MG, Brasil",EDNA DE FATIMA GOMES RODRIGUES 50763580678,Estabelecimento sem nome
225442,5611201.0,24-07-2019,NÃO,"Rua AMERICA, 26, SANTA CECILIA, Belo Horizonte, MG, Brasil",NATHAN FILIPE GONCALVES RIBEIRO 13914496657,ESPETINHOS DO RIBEIRO
227371,5611201.0,09-08-2019,NÃO,"Rua ARACICABA, 21, SERRANO, Belo Horizonte, MG, Brasil",ANA PAULA GONZALEZ DE OLIVEIRA 10624593690,Estabelecimento sem nome
227690,5611201.0,13-08-2019,NÃO,"Rua RAINHA DAS FLORES, 185, VILA COQUEIRAL, Belo Horizonte, MG, Brasil",34.521.313 GIZELI APARECIDA FERREIRA CASSIMIRO,Estabelecimento sem nome
228005,5611201.0,16-08-2019,SIM,"Rua ANTONIO DE ALBUQUERQUE, 127, SAVASSI, Belo Horizonte, MG, Brasil",ODESIO NATANIEL DIAS 07664197627,RESTAURANTE SABOR REAL
228333,5611201.0,20-08-2019,SIM,"Rua CURITIBA, 130, CENTRO, Belo Horizonte, MG, Brasil",CHEN YONGPING 02272649670,Estabelecimento sem nome
228955,5611201.0,23-08-2019,NÃO,"Rua SATURNINO DE BRITO, 17, CENTRO, Belo Horizonte, MG, Brasil",EDSON FERNANDES CHAVES 08816253614,ALPHA E OMEGA
224166,5611201.0,12-07-2019,NÃO,"Rua MARIO SALUSTIANO, 249, GOIANIA, Belo Horizonte, MG, Brasil",RAFAELA STEPHANIE KAIZER DE SOUZA 11848658680,KAIZER LTDA
225457,5611201.0,24-01-2023,SIM,"Rua ALEM PARAIBA, 226, LAGOINHA, Belo Horizonte, MG, Brasil",34.314.020 GERALDA LUCAS DOS SANTOS,PEREIRA LANCHES
226752,5611201.0,05-08-2019,NÃO,"Rua JOAQUIM DE PAULA, 27, INCONFIDENCIA, Belo Horizonte, MG, Brasil",34.434.760 ROSILENE SILVA SANTOS,ROSE BISTRO
228022,5611201.0,16-08-2019,NÃO,"Rua INGLATERRA, 401, JARDIM LEBLON, Belo Horizonte, MG, Brasil",CLAUDIENE RAMOS DE MEIRA 06769682605,GOSTINHO CASEIRO
225157,5611201.0,22-07-2019,NÃO,"Rua FLOR DE MAIO, 30, MARCOLA, Belo Horizonte, MG, Brasil",AMANNA NOHARA OLIVEIRA RAMOS 12274258643,Amanna Nohara Oliveira Ramos
225473,5611201.0,25-07-2019,SIM,"Rua PONTE NOVA, 364, COLEGIO BATISTA, Belo Horizonte, MG, Brasil",VILA BATISTA ALIMENTOS LTDA,Estabelecimento sem nome
227402,5611201.0,10-08-2019,NÃO,"Rua ANTONIO EUSTAQUIO PIAZZA, 3139, TIROL, Belo Horizonte, MG, Brasil",ROBSON ANDRADE DA SILVA 79148603600,Cantina da Dinha
227415,5611201.0,11-08-2019,NÃO,"Rua JOSE FERREIRA CAMPOS, 79, BETANIA, Belo Horizonte, MG, Brasil",ADRIANA CANDIDO DE OLIVEIRA RODRIGUES 03277504646,CANTINHO DA DRI
228050,5611201.0,16-08-2019,SIM,"Rua FREI LEOPOLDO, 43, OURO PRETO, Belo Horizonte, MG, Brasil",RESTAURANTE PF OURO PRETO LTDA,Estabelecimento sem nome
228999,5611201.0,26-08-2019,NÃO,"Rua ASSA PEIXE, 119, PAULO VI, Belo Horizonte, MG, Brasil",MARCOS PAULO DE SOUZA 12112156608,Estabelecimento sem nome
225508,5611201.0,25-07-2019,NÃO,"Rua ALFREDINA AMARAL, 226, MILIONARIOS, Belo Horizonte, MG, Brasil",CARLOS DE OLIVEIRA PAULA 87855879668,237 BURGUER
226778,5611201.0,06-08-2019,SIM,"Avenida PROFESSOR MARIO WERNECK, 42, ESTORIL, Belo Horizonte, MG, Brasil",DGN COMERCIO DE ALIMENTOS LTDA,PALATE RESTAURANTE
226788,5611201.0,06-08-2019,NÃO,"Rua RAIMUNDO TINTI, 33, SANTA RITA DE CASSIA, Belo Horizonte, MG, Brasil",TIAGO DOS REIS MIGUEL 09488337699,sabor dos reis
226794,5611201.0,06-08-2019,SIM,"Avenida RAJA GABAGLIA, 3135, SAO BENTO, Belo Horizonte, MG, Brasil",ALL'S BEEFS RESTAURANTE LTDA.,RESTAURANTE DONA FAUSTINA
227428,5611201.0,12-08-2019,SIM,"Avenida PROFESSOR MARIO WERNECK, 1712, BURITIS, Belo Horizonte, MG, Brasil",NEGRAO COMERCIO DE CAFES LTDA,Estabelecimento sem nome
227429,5611201.0,12-08-2019,NÃO,"Rua RIO DE JANEIRO, 2735, LOURDES, Belo Horizonte, MG, Brasil",EROS RESTAURANTE LTDA,EROS RESTAURANTE
227755,5611201.0,13-08-2019,NÃO,"Rua SARZEDO, 31, PRADO, Belo Horizonte, MG, Brasil",34.526.413 MARIA APARECIDA TEIXEIRA LAMOUNIER,CHEF CIDINHA LAMOUNIER
228726,5611201.0,22-08-2019,NÃO,"Rua SERTAOZINHO, 49, JARDIM LEBLON, Belo Horizonte, MG, Brasil",RAYNARA CAROLINE FERREIRA LIMA FAGUNDES 13362758630,SHINICHI SUSHI
224549,5611201.0,16-07-2019,NÃO,"Rua ALINE, 352, PINDORAMA, Belo Horizonte, MG, Brasil",FRANKLIN GEORGES SIQUEIRA FERREIRA 07274395610,CHEIRO DE TEMPERO MINEIRO LTDA
224879,5611201.0,18-07-2019,NÃO,"Rua E, 40, MARIANO DE ABREU, Belo Horizonte, MG, Brasil",CLEONICE DOS SANTOS CORREA DA SILVA 73651621634,Cozinha Mineira
1348,5611201.0,02-04-1992,SIM,"Rua SAO MIGUEL, 779, ITAPOA, Belo Horizonte, MG, Brasil",ANTONIO EUSTAQUIO AFONSO DE LIMA,Estabelecimento sem nome
1262,5611201.0,01-06-1994,SIM,"Rua DOS INCONFIDENTES, 1068, SAVASSI, Belo Horizonte, MG, Brasil",RESTAURANTE CHOP STICK SAN LTDA,Estabelecimento sem nome
221620,5611201.0,18-06-2019,NÃO,"Rua LAMARCA, 70, DANDARA, Belo Horizonte, MG, Brasil",CAROLINE NASCIMENTO LIMA 70008716609,RESTAURANTE E LANCHONETE DA PRETA
222251,5611201.0,25-06-2019,NÃO,"Rua BARAO DE AIURUOCA, 202, JOAO PINHEIRO, Belo Horizonte, MG, Brasil",LUCAS MAGELA NONATO 97111546687,LUCAS SALGADO 3 IRMAOS
222887,5611201.0,01-07-2019,NÃO,"Rua VINTE E UM DE ABRIL, 396, OLHOS D'AGUA, Belo Horizonte, MG, Brasil",34.078.302 DENIS ALESSANDRO DE SOUZA MOURA,PIZZARIA DANDARELLA
219078,5611201.0,16-12-2021,NÃO,"Rua MARTA COSTA DA SILVA, 36, TUPI B, Belo Horizonte, MG, Brasil",WADSON WILLIAM CORDEIRO DO COUTO 08268829605,LIGEIRINHO ENTREGAS
219728,5611201.0,01-06-2019,NÃO,"Beco DO EDSON, 35, MARCOLA, Belo Horizonte, MG, Brasil",HILDA ROSA COUTO PORTO 06615232685,saborear
221305,5611201.0,14-06-2019,SIM,"Rua DOUTOR JOSE SEVERINO LIMA JUNIOR, 83, NOVO SAO LUCAS, Belo Horizonte, MG, Brasil",BAR E RESTAURANTE O FAVORITO LTDA,BAR E RESTAURANTE O FAVORITTO
222265,5611201.0,25-06-2019,NÃO,"Rua ENEAS, 655, NOVO GLORIA, Belo Horizonte, MG, Brasil",34.020.995 NILSON JOSE DE SOUZA,DELIVERY PARDAL
222907,5611201.0,01-07-2019,NÃO,"Rua JOSE DIAS VIEIRA, 85, RIO BRANCO, Belo Horizonte, MG, Brasil",SIBELE JANAINA DA SILVA 06095951640,Sibele Silva
219103,5611201.0,28-05-2019,SIM,"Rua PONTE NOVA, 317, COLEGIO BATISTA, Belo Horizonte, MG, Brasil",LUCAS FRAGA REIS,Estabelecimento sem nome
219424,5611201.0,30-05-2019,NÃO,"Rua SAO MARCOS, 350, PALMEIRAS, Belo Horizonte, MG, Brasil",AFRANIO PAIXAO VELOSO 09126096641,Estabelecimento sem nome
219735,5611201.0,01-06-2019,NÃO,"Rua GRAO MOGOL, 320, CARMO, Belo Horizonte, MG, Brasil",ROBERTA GONCALVES DE OLIVEIRA VIANA 09946833751,Estabelecimento sem nome
220379,5611201.0,06-06-2019,NÃO,"Rua ANA LUCIA, 67, BAIRRO NOVO DAS INDUSTRIAS, Belo Horizonte, MG, Brasil",CLEYTON LOPES DOS SANTOS MOREIRA 08771793607,TIO LULU BURGUER
221015,5611201.0,12-06-2019,NÃO,"Rua JOSE LOBATO FERRARI, 18, BETANIA, Belo Horizonte, MG, Brasil",SILVANIA PEREIRA SILVA DE OLIVEIRA 73702943668,FABIOLA BAR
221332,5611201.0,14-06-2019,NÃO,"Rua VASSOURAS, 362, BOM JESUS, Belo Horizonte, MG, Brasil",RUBENS PEREIRA DE ARRUDA FILHO 94272557653,BAR DO RUBAO
221978,5611201.0,21-06-2019,NÃO,"Rua SERRA DO ROLA MOCA, 3, VILA FORMOSA, Belo Horizonte, MG, Brasil",RAQUEL RODRIGUES DE PAULA 05203762694,Raquel Rodrigues
222928,5611201.0,01-07-2019,NÃO,"Rua FLOR D'AGUA, 690, PAQUETA, Belo Horizonte, MG, Brasil",NATALI DUARTE DA SILVA 09214281629,Nathy lanches
222941,5611201.0,01-07-2019,NÃO,"Rua TEODORO DE ABREU, 139, NOVA SUISSA, Belo Horizonte, MG, Brasil",FLORINDA RODRIGUES FERREIRA NOGUEIRA 06161450631,FLORINDA RODRIGUES FERREIRA NOGUEIRA
222942,5611201.0,01-07-2019,NÃO,"Rua ALIPIO DE MELO, 70, JARDIM MONTANHES, Belo Horizonte, MG, Brasil",FELIPE MARTINS SANTIAGO 09198257617,Mais Paladar
223601,5611201.0,08-07-2019,NÃO,"Beco SARDOA, 25, CABANA DO PAI TOMAS, Belo Horizonte, MG, Brasil",ANA CAROLINA LIMA BARCELOS 13689018676,Lanches Lima
223895,5611201.0,10-07-2019,NÃO,"Rua SAO TOMAZ DE AQUINO, 777, SANTA RITA DE CASSIA, Belo Horizonte, MG, Brasil",SARA NATALIA GUILHERME 12194337644,Tempero mineiro
220067,5611201.0,04-06-2019,SIM,"Rua CHOPIN, 22, PRADO, Belo Horizonte, MG, Brasil",CELIA REGINA RODRIGUES PEREIRA,TEMPERO & CIA
220716,5611201.0,10-06-2019,NÃO,"Rua DESEMBARGADOR BRAULIO, 1096, ALTO VERA CRUZ, Belo Horizonte, MG, Brasil",WANDERSON BRUNO MENDES DE OLIVEIRA 01638213640,M M  RESTAURANTE
221033,5611201.0,12-06-2019,NÃO,"Rua ABADIA DOS DOURADOS, 275, MINASLANDIA, Belo Horizonte, MG, Brasil",DEISE APARECIDA DOS SANTOS 09217458694,FAMILIA SANTOS
221039,5611201.0,12-06-2019,NÃO,"Rua DOS BORGES, 63, JARDIM VITORIA, Belo Horizonte, MG, Brasil",DILVANIA LOPES 03131422629,RESTAURANTE TUDO NA BRASA.COM
221993,5611201.0,22-06-2019,NÃO,"Rua ALCIDES LINS, 394, VENDA NOVA, Belo Horizonte, MG, Brasil",FLAVIA LUCIANA DE ALCANTARA 06950186630,Flavia Luciana de Alcantara
222005,5611201.0,22-06-2019,NÃO,"Rua BOAVENTURA, 1480, LIBERDADE, Belo Horizonte, MG, Brasil",CAMILA FERREIRA CONEGUNDES 14942789605,SUBLIME lanches
222320,5611201.0,25-06-2019,SIM,"Rua ELI SEABRA FILHO, 510, BURITIS, Belo Horizonte, MG, Brasil",EMPORIUM DA COMIDA LTDA,EMPORIUM DA COMIDA
222643,5611201.0,27-06-2019,SIM,"Rua IOLE MONTEIRO DE LIMA, 42, CASTELO, Belo Horizonte, MG, Brasil",RESTAURANTE SABOR NA BRASA LTDA,DECK BOI NA BRASA
222958,5611201.0,01-07-2019,NÃO,"Rua LAURA IGNACIO PONTES, 129, MINASCAIXA, Belo Horizonte, MG, Brasil",LUCIANA CRISTINA DA SILVA CAMPOS 11045583600,IMPERIO FOOD
218816,5611201.0,24-05-2019,NÃO,"Rua JOSE ALVES DA SILVA, 250, CAICARAS, Belo Horizonte, MG, Brasil",ELIANA RUTH D OLIVEIRA 41114280704,MAMMA MIA GENI
221689,5611201.0,18-06-2019,SIM,"Rua PLATINA, 1265, CALAFATE, Belo Horizonte, MG, Brasil",RESTAURANTE DIREITINHO LTDA,RESTAURANTE DIREITINHO
222328,5611201.0,25-06-2019,NÃO,"Rua COSTA BELEM, 318, BARREIRO, Belo Horizonte, MG, Brasil",NAYARA PATRICIA DOS SANTOS SOUZA 10758923686,UAI SO
222652,5611201.0,27-06-2019,SIM,"Rua EXPEDICIONARIO CELSO RACIOPPI, 185, SAO LUIZ, Belo Horizonte, MG, Brasil",LEILA DA SILVA CARDOSO 05444266652,MANJAR DOS DEUSES
164165,5611201.0,18-07-2017,NÃO,"Avenida MEM DE SA, 1138, SANTA EFIGENIA, Belo Horizonte, MG, Brasil",JEFFERSSON GABRIEL ELIAS LIMA 15473662650,ED PIZZAS
164168,5611201.0,18-07-2017,NÃO,"Rua JOSE ANGELO CUSTODIO, 140, CONJUNTO JATOBA, Belo Horizonte, MG, Brasil",CAROLINE APARECIDA FERREIRA 13102031641,FEITO EM CASA DA CAROL
163624,5611201.0,11-07-2017,SIM,"Rua CLAUDIO MANOEL, 583, SAVASSI, Belo Horizonte, MG, Brasil",DTC COMERCIO DE ALIMENTOS LTDA,DOMENICO PIZZERIA TRATTORIA
163633,5611201.0,11-07-2017,SIM,"Avenida BRIGADEIRO EDUARDO GOMES, 2401, GLORIA, Belo Horizonte, MG, Brasil",RL RESTAURANTE & PIZZARIA LTDA,RANCHO DO LEO
164236,5611201.0,19-07-2017,SIM,"Avenida FLEMING, 800, OURO PRETO, Belo Horizonte, MG, Brasil",CERVEJARIA PAMPULHA LTDA,CERVEJARIA PAMPULHA
164605,5611201.0,25-07-2017,SIM,"Rua DAS GAIVOTAS, 500, VILA CLORIS, Belo Horizonte, MG, Brasil",COMERCIAL IRMAS PAIVA LTDA,BAR  E RESTAURANTE DO FIFI
163997,5611201.0,14-07-2017,NÃO,"Rua SUSANA MARIA, 20, PAQUETA, Belo Horizonte, MG, Brasil",DOMICIO TEIXEIRA DA SILVA 38464888600,Estabelecimento sem nome
164296,5611201.0,19-07-2017,NÃO,"Rua JOSEFINO PINTO, 90, JARDIM VITORIA, Belo Horizonte, MG, Brasil",ROSANGELA ANASTACIO 32607970687,Estabelecimento sem nome
163109,5611201.0,03-07-2017,NÃO,"Avenida BIAS FORTES, 216, LOURDES, Belo Horizonte, MG, Brasil",CONCEICAO APARECIDA DIAS MOREIRA 02677727692,MD SABOR DA TERRA
163115,5611201.0,03-07-2017,NÃO,"Rua IRACI SANSAO, 320, VILA PINHO, Belo Horizonte, MG, Brasil",28.095.202 APARECIDA MARIA DE ALMEIDA,BAR E RESTAURANTE DA LORA
163136,5611201.0,04-07-2017,NÃO,"Avenida PROFESSOR MARIO WERNECK, 1919, BURITIS, Belo Horizonte, MG, Brasil",TC COMERCIO DE ALIMENTOS LTDA,ALFONSOS
162475,5611201.0,23-06-2017,NÃO,"Avenida DO CONTORNO, 2684, SANTA EFIGENIA, Belo Horizonte, MG, Brasil",CASA DO MACARRAO DONA BELLA LTDA,ISABELLA NAMASTE
162487,5611201.0,23-06-2017,NÃO,"Avenida FRANCISCO SA, 593, PRADO, Belo Horizonte, MG, Brasil",BRUNO MIGLIO CAJADO,SANTO GUSTO GOURMET
163182,5611201.0,04-07-2017,NÃO,"Rua ALVA, 216, JULIANA, Belo Horizonte, MG, Brasil",CARLA SANDRA REIS FERREIRA 95465421649,SOBRADINHO
162873,5611201.0,29-06-2017,NÃO,"Rua JOAQUIM PEREIRA, 380, SANTA MONICA, Belo Horizonte, MG, Brasil",JACIRA ALVES DE SOUZA 02759897630,BAR DA MAE
162879,5611201.0,29-06-2017,NÃO,"Rua PERDOES, 111, CARLOS PRATES, Belo Horizonte, MG, Brasil",KARINA GOMES SANTIAGO AMORIM 06366293686,CLUBCAR BH
392227,5611201.0,22-03-2023,NÃO,"Rua BAMBOLES, 7, CONJUNTO CAPITAO EDUARDO, Belo Horizonte, MG, Brasil",50.041.394 JESONIEL TEIXEIRA DOS SANTOS,LANCHONETE DO JOHNI PICK
395089,5611201.0,10-04-2023,NÃO,"Rua SANTA RITA DO ITUETO, 386, APOLONIA, Belo Horizonte, MG, Brasil",BAR E RESTAURANTE DO CHAPA LTDA,BAR DO CHAPA
395407,5611201.0,12-04-2023,NÃO,"Rua PROFESSORA GABRIELA VARELA, 888, JARDIM GUANABARA, Belo Horizonte, MG, Brasil",50.287.578 MARIA EDUARDA ORNELAS SANTOS,Estabelecimento sem nome
391612,5611201.0,20-03-2023,NÃO,"Rua FLOR DA NOIVA, 145, JARDIM ALVORADA, Belo Horizonte, MG, Brasil",CACHURRASQUINHO LTDA,CACHURRASQUINHO
392585,5611201.0,24-03-2023,NÃO,"Rua MARIA GUERZONI FERNANDES, 228, PAULO VI, Belo Horizonte, MG, Brasil",50.067.627 LUAN PHRYNCE BARBOSA OLIVEIRA DA SILVA,AVALANCHE BURGUER'S
395122,5611201.0,11-04-2023,SIM,"Avenida PROFESSOR MARIO WERNECK, 42, ESTORIL, Belo Horizonte, MG, Brasil",RESTAURANTE & MERCEARIA SABOR DICASA LTDA,MICHELLE'S DO CHURRASCO
396232,5611201.0,18-04-2023,SIM,"Rua ALBERTO AMBROSIO DOS SANTOS, 35, MANTIQUEIRA, Belo Horizonte, MG, Brasil",50.356.788 DAVID DO CARMO NUNES DIAS,BH BEER
392274,5611201.0,23-03-2023,NÃO,"Rua SANTA RITA, 173, OLHOS D'AGUA, Belo Horizonte, MG, Brasil",GUSTAVO CARDOS DOMINGOS 70488785685,A&E RESTAURANTE
393237,5611201.0,29-03-2023,SIM,"Avenida AFONSO PENA, 1015, CENTRO, Belo Horizonte, MG, Brasil",RESTAURANTE TEMPERO DE MAE SABOR DE MINAS LTDA,RESTAURANTE TEMPERO DAS GERAIS
393555,5611201.0,30-03-2023,SIM,"Rua MARIA FRANCISCA, 27, BOA VISTA, Belo Horizonte, MG, Brasil",BEST BURGUER HAMBURGUERIA LTDA,Estabelecimento sem nome
393878,5611201.0,31-03-2023,SIM,"Avenida MANOEL SALLES BARBOSA, 88, CARDOSO, Belo Horizonte, MG, Brasil",MERCADO PATUSCO LTDA,PATUSCO PIZZARIA
396259,5611201.0,18-04-2023,SIM,"Rua ERICO VERISSIMO, 1926, RIO BRANCO, Belo Horizonte, MG, Brasil",CHALE LIMA RESTAURANTE LTDA,CHALE LIMA RESTAURANTE
391660,5611201.0,20-03-2023,NÃO,"Rua BANDONION, 291, NOSSA SENHORA DE FATIMA, Belo Horizonte, MG, Brasil",50.000.332 ALBERT DE FREITAS REIS,RESTAURANTE E BURGUERIA MANGABEIRA
391966,5611201.0,21-03-2023,NÃO,"Rua HILDEMAR FALCAO, 220, LINDEIA, Belo Horizonte, MG, Brasil",50.023.768 VERA LUCIA ALVES MACIEL,ART DO TROPEIRO
392299,5611201.0,23-03-2023,NÃO,"Avenida AFONSO PENA, 266, CENTRO, Belo Horizonte, MG, Brasil",45.619.966 GERLY ROQUE SILVERIO BASTOS,PALADAR MINEIRO LANCHONETE E RESTAURANTE
392630,5611201.0,24-03-2023,NÃO,"Rua DESEMBARGADOR SARAIVA, 748, ALTO VERA CRUZ, Belo Horizonte, MG, Brasil",50.069.955 LETICIA PRISCILA DA SILVA COSTA,LB LANCHES
396071,5611201.0,17-04-2023,NÃO,"Rua DO FURQUIM, 297, POMPEIA, Belo Horizonte, MG, Brasil",50.342.066 MILTON ALVARENGA MIRANDA,MAM GASTRONOMIA E EVENTOS
391669,5611201.0,20-03-2023,NÃO,"Rua PAULO PIEDADE CAMPOS, 705, ESTORIL, Belo Horizonte, MG, Brasil",50.001.515 CRISTIANO CAMPOS MARTINS,CHEF CRISTIANO CAMPOS
392972,5611201.0,27-03-2023,NÃO,"Rua GEROSINO PEREIRA DE ALMEIDA, 1525, SALGADO FILHO, Belo Horizonte, MG, Brasil",50.097.483 TAIANE GONCALVES CORREA,NA CHAPA
393923,5611201.0,31-03-2023,NÃO,"Rua DOUTOR CRISTIANO REZENDE, 904, BAIRRO NOVO DAS INDUSTRIAS, Belo Horizonte, MG, Brasil",50.169.050 LARISSA MENEZES LOPES,SITIO DELIVERY ACAI
395182,5611201.0,11-04-2023,SIM,"Rua LORCA, 308, UNIAO, Belo Horizonte, MG, Brasil",EP RESTAURANTES LTDA,MINEIRO DELIVERY BH UNIAO
395485,5611201.0,12-04-2023,NÃO,"Rua LUCIMARA MARQUES, 401, GOIANIA, Belo Horizonte, MG, Brasil",50.294.901 AMOS RIBEIRO SOUZA DE OLIVEIRA,BAR DA LORA
396103,5611201.0,17-04-2023,NÃO,"Rua CACHOEIRA DOURADA, 137, PARAISO, Belo Horizonte, MG, Brasil",50.345.351 CHRISTIAN JUNIO DE CARVALHO DIAS,CHRISTIAN JUNIO COMERCIO DE ALIMENTOS
392659,5611201.0,24-03-2023,NÃO,"Rua SANTA RITA, 4180, FAZENDINHA, Belo Horizonte, MG, Brasil",50.071.753 MARIA DE LOURDES CORDEIRO,RESTAURANTE SOUZA
393625,5611201.0,30-03-2023,SIM,"Avenida JOSE CANDIDO DA SILVEIRA, 150, SAGRADA FAMILIA, Belo Horizonte, MG, Brasil",MWA FOODS LTDA,COME GUINNESS
394569,5611201.0,05-04-2023,SIM,"Praça CARLOS CHAGAS, 59, SANTO AGOSTINHO, Belo Horizonte, MG, Brasil",G R RESTAURANTE LTDA,AQUA
394886,5611201.0,10-04-2023,SIM,"Avenida BRIGADEIRO EDUARDO GOMES, 2015, GLORIA, Belo Horizonte, MG, Brasil",MARIA HELENA DE BARROS SANTOS CPF.74105540610,BADAK RESTAURANTE
394902,5611201.0,10-04-2023,NÃO,"Avenida WALDYR SOEIRO EMRICH, 5192, OLARIA, Belo Horizonte, MG, Brasil",50.249.595 RAFAEL CHAGAS FREITAS,BOA PIZZA
395502,5611201.0,12-04-2023,NÃO,"Rua APARANA, 261, ZILAH SPOSITO, Belo Horizonte, MG, Brasil",50.296.340 MIZAEL FRANCISCO DE PAULA DA SILVA,SUSHI MAIS JAPA
395506,5611201.0,12-04-2023,NÃO,"Rua ALTEROSA, 30, CONJUNTO TAQUARIL, Belo Horizonte, MG, Brasil",50.296.543 VICENCIA MARIANA DA SILVA FERREIRA PRUDENTE,CANTINA BOM JESUS
396113,5611201.0,17-04-2023,SIM,"Rua DOS INCONFIDENTES, 867, SAVASSI, Belo Horizonte, MG, Brasil",RESTAURANTE MASSALA SAVASSI LTDA,Estabelecimento sem nome
391709,5611201.0,21-03-2023,NÃO,"Avenida BRASIL, 478, SANTA EFIGENIA, Belo Horizonte, MG, Brasil",50.005.001 CLOVIS DE SOUZA SANTOS,CANTINA CONFRARIA
394287,5611201.0,04-04-2023,SIM,"Rua QUIARI, 110, SAO GERALDO, Belo Horizonte, MG, Brasil",50.199.433 JORGINA PEREIRA DA SILVA,MEGA ESPETOS E RESTAURANTE
394600,5611201.0,05-04-2023,SIM,"Rua CORONEL COSTA DIAS, 11, PLANALTO, Belo Horizonte, MG, Brasil",TDS RESTAURANTE LTDA,CANDEIA RESTAURANT'S
340174,5611201.0,21-03-2022,SIM,"Rua LUIZ RODRIGUES ARAUJO, 6, CEU AZUL, Belo Horizonte, MG, Brasil",COMERCIAL DE ALIMENTOS MERCURIO LTDA,PONTO DA COSTELA
336353,5611201.0,11-03-2022,NÃO,"Avenida MAGENTA, 272, VITORIA, Belo Horizonte, MG, Brasil",LEONARDO FERNANDO CASTRO DA CUNHA 70045610622,STORE VESTUARIO & ACESSORIOS
336685,5611201.0,22-02-2022,SIM,"Avenida SINFRONIO BROCHADO, 858, BARREIRO, Belo Horizonte, MG, Brasil",BARAM BAR E RESTAURANTE LTDA,BARAM
338920,5611201.0,10-03-2022,NÃO,"Rua LUIS, 256, SANTA SOFIA, Belo Horizonte, MG, Brasil",LUCIENI DA SILVA MOURA 12761055683,HOT DOG MALUCAO
339885,5611201.0,17-03-2022,NÃO,"Avenida GENERAL CARLOS GUEDES, 6, PLANALTO, Belo Horizonte, MG, Brasil",LETICIA DA FONSECA MEDEIROS 02058158636,TREM NA BRASA FOOD
337978,5611201.0,04-03-2022,NÃO,"Rua DOUTOR ELBERT PIMENTA, 54, JONAS VEIGA, Belo Horizonte, MG, Brasil",SONIA NEVES ALCANTARA 04744576648,Estabelecimento sem nome
338928,5611201.0,11-03-2022,NÃO,"Avenida DOM PEDRO II, 2573, CARLOS PRATES, Belo Horizonte, MG, Brasil",FABIO GOMES DE ASSIS 07554642650,DISNEY RESTAURANTE E LANCHONETE
